Step,Living Noodles,Dead Noodles,Age,Health,Size,Speed,Sight,View,Rep,Loss,Gen,Ages,Gens
1900,5,9,1302.4,129.94299999999984,8.8,2.8,90.6,94.0,23.0,47.8,0.4,"[1902, 1902, 1902, 403, 403]","[0, 0, 0, 1, 1]"
1950,5,9,1352.4,142.91499999999988,8.8,2.8,90.6,94.0,23.0,47.8,0.4,"[1952, 1952, 1952, 453, 453]","[0, 0, 0, 1, 1]"
2000,7,9,1002.7142857142856,124.8271428571429,8.714285714285714,2.7142857142857144,93.0,97.71428571428572,23.57142857142857,48.214285714285715,0.7142857142857143,"[2002, 2002, 2002, 503, 503, 4, 3]","[0, 0, 0, 1, 1, 2, 1]"
2050,7,9,1052.7142857142858,158.43214285714276,8.714285714285714,2.7142857142857144,93.0,97.71428571428572,23.57142857142857,48.214285714285715,0.7142857142857143,"[2052, 2052, 2052, 553, 553, 54, 53]","[0, 0, 0, 1, 1, 2, 1]"
2100,7,9,1102.7142857142858,153.68071428571415,8.714285714285714,2.7142857142857144,93.0,97.71428571428572,23.57142857142857,48.214285714285715,0.7142857142857143,"[2102, 2102, 2102, 603, 603, 104, 103]","[0, 0, 0, 1, 1, 2, 1]"
2150,7,9,1152.7142857142858,142.0442857142855,8.714285714285714,2.7142857142857144,93.0,97.71428571428572,23.57142857142857,48.214285714285715,0.7142857142857143,"[2152, 2152, 2152, 653, 653, 154, 153]","[0, 0, 0, 1, 1, 2, 1]"
2200,7,9,1202.7142857142858,151.23714285714271,8.714285714285714,2.7142857142857144,93.0,97.71428571428572,23.57142857142857,48.214285714285715,0.7142857142857143,"[2202, 2202, 2202, 703, 703, 204, 203]","[0, 0, 0, 1, 1, 2, 1]"
2250,7,9,1252.7142857142858,153.48357142857125,8.714285714285714,2.7142857142857144,93.0,97.71428571428572,23.57142857142857,48.214285714285715,0.7142857142857143,"[2252, 2252, 2252, 753, 753, 254, 253]","[0, 0, 0, 1, 1, 2, 1]"
2300,7,9,1302.7142857142858,151.99214285714262,8.714285714285714,2.7142857142857144,93.0,97.71428571428572,23.57142857142857,48.214285714285715,0.7142857142857143,"[2302, 2302, 2302, 803, 803, 304, 303]","[0, 0, 0, 1, 1, 2, 1]"
2350,7,9,1352.7142857142858,153.1921428571426,8.714285714285714,2.7142857142857144,93.0,97.71428571428572,23.57142857142857,48.214285714285715,0.7142857142857143,"[2352, 2352, 2352, 853, 853, 354, 353]","[0, 0, 0, 1, 1, 2, 1]"
2400,7,9,1402.7142857142858,147.51428571428556,8.714285714285714,2.7142857142857144,93.0,97.71428571428572,23.57142857142857,48.214285714285715,0.7142857142857143,"[2402, 2402, 2402, 903, 903, 404, 403]","[0, 0, 0, 1, 1, 2, 1]"
2450,7,9,1452.7142857142858,135.0242857142854,8.714285714285714,2.7142857142857144,93.0,97.71428571428572,23.57142857142857,48.214285714285715,0.7142857142857143,"[2452, 2452, 2452, 953, 953, 454, 453]","[0, 0, 0, 1, 1, 2, 1]"
2500,9,9,1169.5555555555557,123.77388888888856,8.777777777777779,2.555555555555556,101.22222222222223,99.55555555555556,24.0,48.72222222222222,0.8888888888888888,"[2502, 2502, 2502, 1003, 1003, 504, 503, 4, 3]","[0, 0, 0, 1, 1, 2, 1, 2, 1]"
2550,9,9,1219.5555555555557,135.12777777777754,8.777777777777779,2.555555555555556,101.22222222222223,99.55555555555556,24.0,48.72222222222222,0.8888888888888888,"[2552, 2552, 2552, 1053, 1053, 554, 553, 54, 53]","[0, 0, 0, 1, 1, 2, 1, 2, 1]"
2600,9,9,1269.5555555555557,134.1994444444442,8.777777777777779,2.555555555555556,101.22222222222223,99.55555555555556,24.0,48.72222222222222,0.8888888888888888,"[2602, 2602, 2602, 1103, 1103, 604, 603, 104, 103]","[0, 0, 0, 1, 1, 2, 1, 2, 1]"
2650,9,9,1319.5555555555557,137.2677777777775,8.777777777777779,2.555555555555556,101.22222222222223,99.55555555555556,24.0,48.72222222222222,0.8888888888888888,"[2652, 2652, 2652, 1153, 1153, 654, 653, 154, 153]","[0, 0, 0, 1, 1, 2, 1, 2, 1]"
2700,9,9,1369.5555555555557,140.08499999999995,8.777777777777779,2.555555555555556,101.22222222222223,99.55555555555556,24.0,48.72222222222222,0.8888888888888888,"[2702, 2702, 2702, 1203, 1203, 704, 703, 204, 203]","[0, 0, 0, 1, 1, 2, 1, 2, 1]"
2750,9,9,1419.5555555555554,120.66777777777777,8.777777777777779,2.555555555555556,101.22222222222223,99.55555555555556,24.0,48.72222222222222,0.8888888888888888,"[2752, 2752, 2752, 1253, 1253, 754, 753, 254, 253]","[0, 0, 0, 1, 1, 2, 1, 2, 1]"
2800,9,9,1469.5555555555554,135.93500000000003,8.777777777777779,2.555555555555556,101.22222222222223,99.55555555555556,24.0,48.72222222222222,0.8888888888888888,"[2802, 2802, 2802, 1303, 1303, 804, 803, 304, 303]","[0, 0, 0, 1, 1, 2, 1, 2, 1]"
2850,8,10,1602.875,151.34687500000013,8.875,2.625,98.25,98.75,23.75,48.6875,0.875,"[2852, 2852, 2852, 1353, 1353, 854, 354, 353]","[0, 0, 0, 1, 1, 2, 2, 1]"
2900,8,10,1652.875,156.0443750000001,8.875,2.625,98.25,98.75,23.75,48.6875,0.875,"[2902, 2902, 2902, 1403, 1403, 904, 404, 403]","[0, 0, 0, 1, 1, 2, 2, 1]"
2950,8,10,1702.875,152.4900000000001,8.875,2.625,98.25,98.75,23.75,48.6875,0.875,"[2952, 2952, 2952, 1453, 1453, 954, 454, 453]","[0, 0, 0, 1, 1, 2, 2, 1]"
3000,9,10,1558.4444444444446,141.50388888888904,8.888888888888891,2.6666666666666665,95.44444444444444,99.77777777777777,24.11111111111111,48.88888888888889,0.8888888888888888,"[3002, 3002, 3002, 1503, 1503, 1004, 504, 503, 3]","[0, 0, 0, 1, 1, 2, 2, 1, 1]"
3050,9,10,1608.4444444444446,141.33333333333337,8.888888888888891,2.6666666666666665,95.44444444444444,99.77777777777777,24.11111111111111,48.88888888888889,0.8888888888888888,"[3052, 3052, 3052, 1553, 1553, 1054, 554, 553, 53]","[0, 0, 0, 1, 1, 2, 2, 1, 1]"
3100,9,10,1658.4444444444446,158.43055555555554,8.888888888888891,2.6666666666666665,95.44444444444444,99.77777777777777,24.11111111111111,48.88888888888889,0.8888888888888888,"[3102, 3102, 3102, 1603, 1603, 1104, 604, 603, 103]","[0, 0, 0, 1, 1, 2, 2, 1, 1]"
3150,9,10,1708.4444444444446,158.15777777777762,8.888888888888891,2.6666666666666665,95.44444444444444,99.77777777777777,24.11111111111111,48.88888888888889,0.8888888888888888,"[3152, 3152, 3152, 1653, 1653, 1154, 654, 653, 153]","[0, 0, 0, 1, 1, 2, 2, 1, 1]"
3200,9,10,1758.4444444444446,150.02944444444427,8.888888888888891,2.6666666666666665,95.44444444444444,99.77777777777777,24.11111111111111,48.88888888888889,0.8888888888888888,"[3202, 3202, 3202, 1703, 1703, 1204, 704, 703, 203]","[0, 0, 0, 1, 1, 2, 2, 1, 1]"
3250,9,10,1808.4444444444446,148.50888888888878,8.888888888888891,2.6666666666666665,95.44444444444444,99.77777777777777,24.11111111111111,48.88888888888889,0.8888888888888888,"[3252, 3252, 3252, 1753, 1753, 1254, 754, 753, 253]","[0, 0, 0, 1, 1, 2, 2, 1, 1]"
3300,9,10,1858.4444444444446,135.44333333333321,8.888888888888891,2.6666666666666665,95.44444444444444,99.77777777777777,24.11111111111111,48.88888888888889,0.8888888888888888,"[3302, 3302, 3302, 1803, 1803, 1304, 804, 803, 303]","[0, 0, 0, 1, 1, 2, 2, 1, 1]"
3350,9,10,1908.4444444444446,121.8288888888888,8.888888888888891,2.6666666666666665,95.44444444444444,99.77777777777777,24.11111111111111,48.88888888888889,0.8888888888888888,"[3352, 3352, 3352, 1853, 1853, 1354, 854, 853, 353]","[0, 0, 0, 1, 1, 2, 2, 1, 1]"
3400,9,10,1958.4444444444446,111.76222222222208,8.888888888888891,2.6666666666666665,95.44444444444444,99.77777777777777,24.11111111111111,48.88888888888889,0.8888888888888888,"[3402, 3402, 3402, 1903, 1903, 1404, 904, 903, 403]","[0, 0, 0, 1, 1, 2, 2, 1, 1]"
3450,8,11,1828.0,141.16749999999982,9.0,2.625,96.0,103.0,24.625,49.5,1.0,"[3452, 3452, 1953, 1953, 1454, 954, 953, 453]","[0, 0, 1, 1, 2, 2, 1, 1]"
3500,12,11,1253.4166666666667,121.1916666666664,8.833333333333334,2.5,97.83333333333331,104.33333333333331,24.75,49.16666666666666,1.4166666666666667,"[3502, 3502, 2003, 2003, 1504, 1004, 1003, 503, 5, 5, 4, 3]","[0, 0, 1, 1, 2, 2, 1, 1, 3, 3, 2, 1]"
3550,12,11,1303.4166666666667,128.3825,8.833333333333334,2.5,97.83333333333331,104.33333333333331,24.75,49.16666666666666,1.4166666666666667,"[3552, 3552, 2053, 2053, 1554, 1054, 1053, 553, 55, 55, 54, 53]","[0, 0, 1, 1, 2, 2, 1, 1, 3, 3, 2, 1]"
3600,11,12,1376.1818181818182,123.28954545454545,8.727272727272727,2.5454545454545454,94.45454545454544,104.1818181818182,24.63636363636364,48.81818181818182,1.4545454545454546,"[3602, 3602, 2103, 2103, 1604, 1104, 603, 105, 105, 104, 103]","[0, 0, 1, 1, 2, 2, 1, 3, 3, 2, 1]"
3650,11,12,1426.1818181818182,126.19545454545454,8.727272727272727,2.5454545454545454,94.45454545454544,104.1818181818182,24.63636363636364,48.81818181818182,1.4545454545454546,"[3652, 3652, 2153, 2153, 1654, 1154, 653, 155, 155, 154, 153]","[0, 0, 1, 1, 2, 2, 1, 3, 3, 2, 1]"
3700,10,13,1603.5,134.60649999999987,8.7,2.5,96.6,103.8,24.6,48.75,1.5,"[3702, 3702, 2203, 2203, 1704, 1204, 703, 205, 205, 204]","[0, 0, 1, 1, 2, 2, 1, 3, 3, 2]"
3750,10,13,1653.5,121.48899999999986,8.7,2.5,96.6,103.8,24.6,48.75,1.5,"[3752, 3752, 2253, 2253, 1754, 1254, 753, 255, 255, 254]","[0, 0, 1, 1, 2, 2, 1, 3, 3, 2]"
3800,10,13,1703.5,118.1474999999998,8.7,2.5,96.6,103.8,24.6,48.75,1.5,"[3802, 3802, 2303, 2303, 1804, 1304, 803, 305, 305, 304]","[0, 0, 1, 1, 2, 2, 1, 3, 3, 2]"
3850,9,14,1797.888888888889,125.487222222222,8.777777777777779,2.555555555555556,93.44444444444444,103.55555555555556,24.555555555555557,48.83333333333334,1.4444444444444444,"[3852, 3852, 2353, 2353, 1854, 853, 355, 355, 354]","[0, 0, 1, 1, 2, 1, 3, 3, 2]"
3900,9,14,1847.888888888889,129.7722222222221,8.777777777777779,2.555555555555556,93.44444444444444,103.55555555555556,24.555555555555557,48.83333333333334,1.4444444444444444,"[3902, 3902, 2403, 2403, 1904, 903, 405, 405, 404]","[0, 0, 1, 1, 2, 1, 3, 3, 2]"
3950,9,14,1897.888888888889,112.68888888888867,8.777777777777779,2.555555555555556,93.44444444444444,103.55555555555556,24.555555555555557,48.83333333333334,1.4444444444444444,"[3952, 3952, 2453, 2453, 1954, 953, 455, 455, 454]","[0, 0, 1, 1, 2, 1, 3, 3, 2]"
4000,10,15,1703.4,116.69649999999987,9.0,2.6,90.0,104.0,24.5,49.1,1.4,"[4002, 4002, 2503, 2503, 2004, 1003, 505, 504, 5, 3]","[0, 0, 1, 1, 2, 1, 3, 2, 3, 1]"
4050,10,15,1753.4,128.1924999999998,9.0,2.6,90.0,104.0,24.5,49.1,1.4,"[4052, 4052, 2553, 2553, 2054, 1053, 555, 554, 55, 53]","[0, 0, 1, 1, 2, 1, 3, 2, 3, 1]"
4100,9,16,1714.5555555555554,141.68999999999969,9.0,2.555555555555556,91.88888888888887,103.55555555555556,24.555555555555557,49.055555555555564,1.4444444444444444,"[4102, 4102, 2603, 2104, 1103, 605, 604, 105, 103]","[0, 0, 1, 2, 1, 3, 2, 3, 1]"
4150,9,16,1764.5555555555554,142.6927777777775,9.0,2.555555555555556,91.88888888888887,103.55555555555556,24.555555555555557,49.055555555555564,1.4444444444444444,"[4152, 4152, 2653, 2154, 1153, 655, 654, 155, 153]","[0, 0, 1, 2, 1, 3, 2, 3, 1]"
4200,9,16,1814.555555555556,141.907222222222,9.0,2.555555555555556,91.88888888888887,103.55555555555556,24.555555555555557,49.055555555555564,1.4444444444444444,"[4202, 4202, 2703, 2204, 1203, 705, 704, 205, 203]","[0, 0, 1, 2, 1, 3, 2, 3, 1]"
4250,9,16,1864.555555555556,139.5944444444444,9.0,2.555555555555556,91.88888888888887,103.55555555555556,24.555555555555557,49.055555555555564,1.4444444444444444,"[4252, 4252, 2753, 2254, 1253, 755, 754, 255, 253]","[0, 0, 1, 2, 1, 3, 2, 3, 1]"
4300,9,16,1914.555555555556,137.55166666666656,9.0,2.555555555555556,91.88888888888887,103.55555555555556,24.555555555555557,49.055555555555564,1.4444444444444444,"[4302, 4302, 2803, 2304, 1303, 805, 804, 305, 303]","[0, 0, 1, 2, 1, 3, 2, 3, 1]"
4350,9,16,1964.555555555556,124.60222222222201,9.0,2.555555555555556,91.88888888888887,103.55555555555556,24.555555555555557,49.055555555555564,1.4444444444444444,"[4352, 4352, 2853, 2354, 1353, 855, 854, 355, 353]","[0, 0, 1, 2, 1, 3, 2, 3, 1]"
4400,9,16,2014.555555555556,116.31999999999971,9.0,2.555555555555556,91.88888888888887,103.55555555555556,24.555555555555557,49.055555555555564,1.4444444444444444,"[4402, 4402, 2903, 2404, 1403, 905, 904, 405, 403]","[0, 0, 1, 2, 1, 3, 2, 3, 1]"
4450,9,16,2064.555555555556,147.71111111111074,9.0,2.555555555555556,91.88888888888887,103.55555555555556,24.555555555555557,49.055555555555564,1.4444444444444444,"[4452, 4452, 2953, 2454, 1453, 955, 954, 455, 453]","[0, 0, 1, 2, 1, 3, 2, 3, 1]"
4500,10,17,1803.7,147.77799999999985,9.2,2.6,90.0,104.9,24.4,49.4,1.7,"[4502, 4502, 3003, 2504, 1503, 1004, 505, 503, 6, 5]","[0, 0, 1, 2, 1, 2, 3, 1, 4, 3]"
4550,10,17,1853.7,147.20049999999972,9.2,2.6,90.0,104.9,24.4,49.4,1.7,"[4552, 4552, 3053, 2554, 1553, 1054, 555, 553, 56, 55]","[0, 0, 1, 2, 1, 2, 3, 1, 4, 3]"
4600,10,17,1903.7,152.87749999999986,9.2,2.6,90.0,104.9,24.4,49.4,1.7,"[4602, 4602, 3103, 2604, 1603, 1104, 605, 603, 106, 105]","[0, 0, 1, 2, 1, 2, 3, 1, 4, 3]"
4650,10,17,1953.7,157.42999999999975,9.2,2.6,90.0,104.9,24.4,49.4,1.7,"[4652, 4652, 3153, 2654, 1653, 1154, 655, 653, 156, 155]","[0, 0, 1, 2, 1, 2, 3, 1, 4, 3]"
4700,10,17,2003.7,141.37649999999962,9.2,2.6,90.0,104.9,24.4,49.4,1.7,"[4702, 4702, 3203, 2704, 1703, 1204, 705, 703, 206, 205]","[0, 0, 1, 2, 1, 2, 3, 1, 4, 3]"
4750,10,17,2053.7,150.89649999999992,9.2,2.6,90.0,104.9,24.4,49.4,1.7,"[4752, 4752, 3253, 2754, 1753, 1254, 755, 753, 256, 255]","[0, 0, 1, 2, 1, 2, 3, 1, 4, 3]"
4800,10,17,2103.7,146.26299999999966,9.2,2.6,90.0,104.9,24.4,49.4,1.7,"[4802, 4802, 3303, 2804, 1803, 1304, 805, 803, 306, 305]","[0, 0, 1, 2, 1, 2, 3, 1, 4, 3]"
4850,10,17,2153.7,133.2124999999997,9.2,2.6,90.0,104.9,24.4,49.4,1.7,"[4852, 4852, 3353, 2854, 1853, 1354, 855, 853, 356, 355]","[0, 0, 1, 2, 1, 2, 3, 1, 4, 3]"
4900,10,17,2203.7,139.3934999999999,9.2,2.6,90.0,104.9,24.4,49.4,1.7,"[4902, 4902, 3403, 2904, 1903, 1404, 905, 903, 406, 405]","[0, 0, 1, 2, 1, 2, 3, 1, 4, 3]"
4950,10,17,2253.7,137.36349999999985,9.2,2.6,90.0,104.9,24.4,49.4,1.7,"[4952, 4952, 3453, 2954, 1953, 1454, 955, 953, 456, 455]","[0, 0, 1, 2, 1, 2, 3, 1, 4, 3]"
5000,12,17,1920.416666666667,131.00249999999974,9.25,2.6666666666666665,91.5,105.25,24.33333333333333,49.79166666666666,1.75,"[5002, 5002, 3503, 3004, 2003, 1504, 1005, 1003, 506, 505, 5, 3]","[0, 0, 1, 2, 1, 2, 3, 1, 4, 3, 3, 1]"
5050,11,18,2053.6363636363635,142.35954545454538,9.272727272727273,2.636363636363636,93.1818181818182,105.0,24.45454545454545,49.90909090909091,1.6363636363636365,"[5052, 5052, 3553, 3054, 2053, 1554, 1053, 556, 555, 55, 53]","[0, 0, 1, 2, 1, 2, 1, 4, 3, 3, 1]"
5100,11,18,2103.6363636363635,139.18909090909077,9.272727272727273,2.636363636363636,93.1818181818182,105.0,24.45454545454545,49.90909090909091,1.6363636363636365,"[5102, 5102, 3603, 3104, 2103, 1604, 1103, 606, 605, 105, 103]","[0, 0, 1, 2, 1, 2, 1, 4, 3, 3, 1]"
5150,11,18,2153.6363636363635,125.95363636363622,9.272727272727273,2.636363636363636,93.1818181818182,105.0,24.45454545454545,49.90909090909091,1.6363636363636365,"[5152, 5152, 3653, 3154, 2153, 1654, 1153, 656, 655, 155, 153]","[0, 0, 1, 2, 1, 2, 1, 4, 3, 3, 1]"
5200,11,18,2203.6363636363635,148.23227272727277,9.272727272727273,2.636363636363636,93.1818181818182,105.0,24.45454545454545,49.90909090909091,1.6363636363636365,"[5202, 5202, 3703, 3204, 2203, 1704, 1203, 706, 705, 205, 203]","[0, 0, 1, 2, 1, 2, 1, 4, 3, 3, 1]"
5250,11,18,2253.6363636363635,163.29863636363618,9.272727272727273,2.636363636363636,93.1818181818182,105.0,24.45454545454545,49.90909090909091,1.6363636363636365,"[5252, 5252, 3753, 3254, 2253, 1754, 1253, 756, 755, 255, 253]","[0, 0, 1, 2, 1, 2, 1, 4, 3, 3, 1]"
5300,11,18,2303.6363636363635,155.3640909090908,9.272727272727273,2.636363636363636,93.1818181818182,105.0,24.45454545454545,49.90909090909091,1.6363636363636365,"[5302, 5302, 3803, 3304, 2303, 1804, 1303, 806, 805, 305, 303]","[0, 0, 1, 2, 1, 2, 1, 4, 3, 3, 1]"
5350,11,18,2353.6363636363635,152.39590909090882,9.272727272727273,2.636363636363636,93.1818181818182,105.0,24.45454545454545,49.90909090909091,1.6363636363636365,"[5352, 5352, 3853, 3354, 2353, 1854, 1353, 856, 855, 355, 353]","[0, 0, 1, 2, 1, 2, 1, 4, 3, 3, 1]"
